make,model,component,times,first_seen,last_seen,campaigns
VOLVO,S60,"ELECTRICAL SYSTEM:WIRING:FUSES AND CIRCUIT BREAKERS",2,15V555000,21V414000,"15V555000; 21V414000"
VOLVO,S60,"AIR BAGS",2,16V918000,17V127000,"16V918000; 17V127000"
VOLVO,S60,"BACK OVER PREVENTION:SOFTWARE",2,25V282000,25V908000,"25V282000; 25V908000"
VOLVO,S90,"BACK OVER PREVENTION:SOFTWARE",2,25V282000,25V908000,"25V282000; 25V908000"
VOLVO,V60,"ELECTRICAL SYSTEM:WIRING:FUSES AND CIRCUIT BREAKERS",2,15V555000,21V414000,"15V555000; 21V414000"
VOLVO,V60,"AIR BAGS",2,16V918000,17V127000,"16V918000; 17V127000"
VOLVO,V60,"BACK OVER PREVENTION:SOFTWARE",2,25V282000,25V908000,"25V282000; 25V908000"
VOLVO,V60CC,"BACK OVER PREVENTION:SOFTWARE",2,25V282000,25V908000,"25V282000; 25V908000"
VOLVO,V90,"BACK OVER PREVENTION:SOFTWARE",2,25V282000,25V908000,"25V282000; 25V908000"
VOLVO,V90CC,"BACK OVER PREVENTION:SOFTWARE",2,25V282000,25V908000,"25V282000; 25V908000"
VOLVO,XC40,"ELECTRICAL SYSTEM:SOFTWARE",2,18V800000,24V010000,"18V800000; 24V010000"
VOLVO,XC40,"BACK OVER PREVENTION:SOFTWARE",2,25V282000,25V908000,"25V282000; 25V908000"
VOLVO,XC60,"ELECTRICAL SYSTEM:WIRING:FUSES AND CIRCUIT BREAKERS",2,15V555000,21V414000,"15V555000; 21V414000"
VOLVO,XC60,"AIR BAGS",2,16V918000,17V127000,"16V918000; 17V127000"
VOLVO,XC60,"BACK OVER PREVENTION:SOFTWARE",2,25V282000,25V908000,"25V282000; 25V908000"
VOLVO,XC90,"ELECTRICAL SYSTEM:SOFTWARE",2,18V800000,21V273000,"18V800000; 21V273000"
VOLVO,XC90,"BACK OVER PREVENTION:SOFTWARE",2,25V282000,25V908000,"25V282000; 25V908000"
